Company Name,Job Title,Job Description,Rating,Headquarters,Size,Type of ownership,Industry,Sector,Revenue,Competitors,min_salary,max_salary,avg_salary,state,age
Rochester Regional Health,"Principal Scientist, Hematology",summaryth princip scientist report director scientif affair respons manag execut analyt technic activ ensur qualiti acm clinic laboratori inc respons includ develop comprehens polici procedur test analyz evalu develop valid implement posit work close scientif affair propos busi develop ensur acm global laboratori provid high qualiti clinic insight client impact patient around world statu full timeloc acm global laboratori headquart elmgrov park rochest ny depart clinic trialsschedul daysattributesphd relat chemic physic biolog scienc field requir year laboratori experi prior manag supervisori experi requir experi hematolog requir year laboratori manag experi requir certif qualif hematolog prefer board certif abb abcc abft abhi abmgg abmli abmm nrcc prefer responsibilitiesmethod test develop overse develop valid implement new test procedur ensur clinic laboratori meet need client especi non fda approv assay support clinic trial client ensur appropri technic method util develop protocol overse laboratori instrument select evalu valid implement advis select new instrument global prepar scientif data includ sampl stabil method inform refer rang etc support test menu develop particip continu profession develop activ need ensur continu registr clinic scientist laboratori director keep abreast new develop biomed scienc clinic specialti advis new initi appropri qualiti provid scientif technic support interpret laboratori data requir establish sign accept refer rang review approv valid studi test clinic use conjunct laboratori manag period review laboratori qualiti control assess data ensur accur precis result continu produc particip acm global inter laboratori correl standard process supervis train staff new techniqu necessari work qa depart write review standard oper procedur relev document necessari particip activ seek ensur complianc gcp guidelin cap accredit compli polici safe secur confidenti process storag patient laboratori inform client relat review client protocol prepar propos quotat assist busi develop team advis necessari liais propos busi develop vp clinic oper advic methodolog instrument cost new assay introduc laboratori assist develop quotat provid test analyt inform particip confer call meet clinic trial analyst busi develop acm client rochest region health equal opportun affirm action employ minor femal disabl veteran,3.3,"Rochester, NY",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,54.0,115.0,84.5, NY,6
CALIBRE Systems,Data Analyst,data analystcategoryfin accountingjob locationalexandria vatrack codefpi posit typeful time regularcalibr current seek individu provid data analysi support depart defens dod client alexandria va posit avail immedi hire respons support analyt statist report requir program activ integr data multipl data set analyz interpret data set make find relev action client provid time accur reliabl manag report analysi data work client identifi priorit data statist requir includ specif data element collect identifi analyz interpret model trend pattern dataensur accuraci complet data assist develop implement data collect system tool data analyt strategi optim statist effici qualiti includ identifi process improv better satisfi busi need deliv qualiti easili understood product time basisobtain manipul clean normal data obtain variou sourc propos defin pertin measur metric develop analyz produc standard statist report ad hoc reportsgener graphic manag report support manag dashboard requir skillspossess activ secret clearanc us citizen bachelor degre statist econom mathemat comput scienc busi relev disciplin equival work experi strong verbal written commun skill critic think abil willing learn eager research minimum year profession experi special experi may substitut year experi addit requir abil perform statist analys calcul mean standard deviat correl regress analysi profici microsoft offic product particularli excel access requir experiencedesir experi experi data analyt tool tableau qlik powerbi abil develop basic sql queri li calibr subsidiari equal opportun employ support transit servic member veteran individu disabl offer competit salari full benefit packag consid pleas appli via websit www calibresi com come join dynam team calibrecar spearcar,3.7,"Alexandria, VA",501 to 1000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"CSC, Booz Allen Hamilton, ManTech",50.0,92.0,71.0, VA,31
HP Inc.,Software Data Engineer - College,appli basic foundat function principl theori concept assign limit scope use profession concept theoret knowledg acquir special train educ previou experi develop expertis practic knowledg applic within busi environ act team member provid inform analysi recommend support team effort exercis independ judgment within defin paramet responsibilitiescod limit enhanc updat program chang portion subsystem data pipelin repositori model structur unstructur data analyz design determin code program integr activ requir base object guidanc senior project team member execut establish portion test plan protocol document assign portion applic identifi debug issu code suggest chang improv particip member project team data scienc profession develop reliabl cost effect high qualiti solut assign data system model compon knowledg skillsus data engin tool languag framework cleans mine explor data basic understand nosql relat base system along complex distribut massiv parallel system abil appli analyt problem solv skill abil understand complex data structur understand databas technolog manag system understand databas architectur test methodolog includ execut test plan debug test script tool strong written verbal commun skill masteri english local languag scope impactcollabor peer senior engin data scientist project team typic partner senior individu contributor support project requir data engin solut expertis educ experiencebachelor master degre comput scienc inform system engin equival typic year experi,4.0,"Palo Alto, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,49.0,97.0,73.0, OR,81
MassMutual,"Director - Data, Privacy and AI Governance",great look like roledata analyt artifici intellig model core massmutu digit transform enterpris data privaci ai govern program respons implement principl driven enterpris program holist address govern scale enabl deliveri superior custom valu experi trust loyalti member new data privaci ai govern team work data scientist leader across organ principl polici control inventori measur assess organ firm data asset algorithm model focu drive chang democrat data analyt ai ml across enterpris consist corpor valu custom expect regul tactic includ initi develop proprietari self servic platform unifi express govern polici stream govern evid singl pane glass observ adher flat agil team focu may shift data govern privaci govern ai govern outcom time object rolepartn data scientist busi leader lead execut govern engag start finish includ engag plan direct complet data model inventori complianc privaci assess adopt principl driven adapt polici framework overal data privaci ai ml govern program object contribut develop principl driven adapt polici framework inventori assess organ measur track massmutu data ai ml asset across enterpris ensur success adopt continu improv framework drive effect govern scale across data analyt privaci ai ml capabl stay date emerg trend consum expect competit landscap regulatori environ daili monthli responsibilitiescollabor partner leader across data scienc team busi channel law complianc enterpris risk inform secur polici make best practic develop implement data ai ml principl standard standard use establish track quantit measur polici complianc includ verac lineag ethic secur fair account transpar audit establish continu improv process collect govern evid comput measur partner enterpris architectur data manag counterpart drive cohes consist stakehold experi permiss use data ai ml asset base support strateg plan data privaci ai ml govern overal data strategi roadmap develop object planningbas qualificationsbachelor degre scienc technolog engin mathemat stem experi execut enterpris govern program highli regul industri experi conduct privaci secur risk assess dsar intern audit experi creat kpi use manag execut inform strategi except commun skill written verbal influenc abil across level organ experi work global privaci data protect regul gdpr ccpa hipaa glba relev privaci regul knowledg metric associ character perform bia varianc error algorithm predict model experi establish execut complex strateg cross function enterpris program author work usa without sponsorship prefer qualificationsadvanc degre prefer knowledg public polici makingexperi technolog product managementknowledg method design develop test peer review deploy machin learn artifici intellig solut expertis follow consid strong plu softwar develop devop agil methodolog financi insur industri structur practic financi industri regul work boston offic travel springfield amherst new york,3.6,"Springfield, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,67.0,135.0,101.0, MA,169
Tapjoy,Staff Machine Learning Engineer,join mobil futur tapjoydata scienc pretti much busi drive convers given massiv scale rel modest improv outsiz impact look point influenc celebr team anoth giant machin thought leader mentor implement cut edg machin learn tool gig responsibilitiesexperi improv machin learn model recommend ad optim system inform bid strategi data engin architectur understand variou ad optim algorithm ctr predict ecpm optim user target segment rtb optim explor exploit algo competenciessolid code skill sql script languag like python packag scikit learn tensorflow scale gpu cluster train deep neural network experiment design deep expertis recommend system classif model class imbal model calibr experi bigqueri pyspark anoth modern method access dataskil credenti bonu domain marketplac knowledgetapjoy equal opportun employ believ divers inclus lead stronger innov team better busi result want draw broadest talent pool possibl encourag qualifi applic tapjoy discrimin basi sex race ethnic color age sexual orient gender includ ident express disabl mental physic religion nation origin citizenship marit statu militari veteran statu protect classif protect applic law provid reason accommod qualifi individu disabl pursuant applic fair chanc ordin consid employ qualifi applic arrest convict record inform pleas visit www tapjoy com,3.9,"San Francisco, CA",201 to 500 employees,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",138.0,224.0,181.0, CA,13
Northrop Grumman,Data Scientist,northrop grumman develop cut edg technolog preserv freedom advanc human discoveri pioneer invent spirit enabl us forefront mani technolog advanc nation histori first flight across atlant ocean stealth bomber land moon continu innov develop launch first commerci flight space discov earli begin univers employe part histori make histori engin scienc organ push boundari innov redefin engin capabl drive advanc variou scienc team charter provid skill innov technolog develop design produc sustain optim product line across sector provid decis advantag warfight come part mission data system engin play dual role analyz model data well manag develop system candid appli posit abl work across disciplin organ identifi requir implement good data govern principl produc logic data model qualifi applic expect work directli intern custom develop strategi meet specif need time develop common core approach extend solut disciplin organ respons support infrastructur team mission continu improv data driven process tool work custom defin requir system metric perform data analysi data vault find common develop logic model convert requir action model identifi critic problem step requir resolv provid cost data analysi guidanc high level requir project teamsqualif basic qualif bachelor statist engin relat field minimum year relat experienceexperi data manag data engin data scienc experi similar statist languag year experi use sql queri databas oracl sql server prefer qualif year experi web develop html css javascriptbackground develop product electron rf compon degre relat fieldexperi busi object tableau chart toolsexperi shop floor systemsexperi softwar develop lifecycl agil waterfal projectsexperi electr mechan data manag systemsdata analyt visual statisticsdatabas queri experienceexperi excel macroswhat offer northrop grumman provid comprehens benefit packag work environ encourag growth support mutual success peopl compani northrop grumman benefit give flexibl control choos benefit make sens famili benefit includ follow health plansav planpaid time offeduc assistancetrain developmentflex work arrangementshttp benefit northropgrumman com us en benefitsoverview page default aspxaddit northrop grumman inform northrop grumman approxim employe state countri strive attract retain best employe provid inclus work environ wherein employe recept divers idea perspect talent help solv toughest custom challeng develop maintain technic sophist product program servic world northrop grumman commit hire retain divers workforc proud equal opportun affirm action employ make decis without regard race color religion creed sex sexual orient gender ident marit statu nation origin age veteran statu disabl protect class complet eeo aa pay transpar statement pleas visit www northropgrumman com eeo citizenship requir posit,3.7,"Falls Church, VA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,80.0,139.0,109.5, CA,81
Visa Inc.,Lead Data Scientist,world leader digit payment technolog visa mission connect world creativ reliabl secur payment network enabl individu busi economi thrive advanc global process network visanet provid secur reliabl payment around world capabl handl transact messag second compani dedic innov drive rapid growth connect commerc devic fuel dream cashless futur everyon everywher world move analog digit visa appli brand product peopl network scale reshap futur commerc visa individu fit right work give opportun impact world invest career growth part inclus divers workplac global team disruptor trailblaz innov risk taker help drive econom growth even remot part world creativ move industri forward meaning work bring financi literaci digit commerc million unbank underserv consum individu team togeth let transform way world pay may notic payment becom activ hot area last sever year given strong demand innov excit area next year visa clearli strong leader payment industri fast pace technolog transform payment system work well advanc technolog data platform big data data mine machin learn cloud etc critic visa data platform depart center mani technolog develop data platform team key compon visa technolog organ provid enrich valuabl ecosystem data platform data servic drive innov partner client within visa global data valuabl asset visa data platform depart dedic develop advanc technolog cloud machin learn big data system servic make data secur high qualiti rich fast easi use therefor enabl visa abil leverag data asset effect time manner maxim technolog busi develop differenti visa other payment industri depart maintain ten petabyt data support servic variou intern line busi extern client posit summari ensur visa payment technolog truli avail everyon everywher requir success key bank merchant partner intern busi unit data platform team support partner use extraordinarili rich data set span billion card global captur billion transact singl year focu lie build creativ solut immedi impact busi highli analyt partner work complementari team compris member data scienc variou group visa support rapidli grow group look data scientist equal passion opportun use visa rich data tackl meaning busi problem posit report sr director architectur data servic team data platform base bellevu wa responsibilitiesb box thinker passion brainstorm innov way use uniqu data answer busi problemscommun intern extern client understand challeng face convinc dataextract understand data form opinion best help client deriv relev insightsdevelop visual make complex analys access broad audiencepartn varieti visa team provid comprehens solutionsfind opportun craft product analys suitabl multipl clientscontribut data platform strategi roadmap develop meet busi object exist emerg technolog abil translat busi concept technic term understand commun compani goal object appli creativ think approach determin technic solut busi goal align corpor technolog strategi keep mind perform reliabl scalabl usabl secur flexibl cost engag data platform custom partner understand need provid suggest guidanc data platform techniqu appropri solv problem pro con articul clearli drive intern proof concept initi need quickli design implement prototyp system compon proper architectur hand may lead small group dev finish provid mentorship help team growth especi technic side take respons describ pleas appli independ year experi educ background success candid frequent mix follow qualif experienc technolog leader minimum year softwar develop experi includ year data scienc experi bachelor degre analyt field statist oper research econom comput scienc mani other graduat degre plu experi extract aggreg data larg data set use sql hive toolscompet excel powerpoint tableauexperi understand analyz data use statist softwar python sa stata other previou exposur financi servic credit card merchant analyt plu requiredtechn background data deep understand issu multipl area data acquisit process data manag distribut process high avail requir experi statist data mine machin learn oper excel product system plu strong technic goal set project action success metric good knowledg experi measur servic user experi angl strong drive result self motiv strong learn mindset good understand relat advanc new technolog keep technolog develop relat area industri could leverag enhanc current architectur build durabl new one outstand verbal written present facilit interact skill includ abil effect commun architectur issu concept multipl organ level execut manag visa consid employ qualifi applic crimin histori manner consist eeoc guidelin applic local law,3.7,"Foster City, CA",10000+ employees,Company - Public,IT Services,Information Technology,$10+ billion (USD),"American Express, Mastercard, Discover",158.0,211.0,184.5, WA,62
Quartet Health,Senior Data Scientist - Algorithms,compani descript quartet pioneer healthcar technolog compani strive improv live peopl mental health condit connect peopl person care team get right care right time collabor technolog platform rang servic bring togeth physician mental health provid insur compani effect improv patient outcom drive healthcar cost back mm ventur fund top investor like oak hc ft gv formerli googl ventur prime capit partner polari partner quartet headquart nyc current oper sever market across unit state pennsylvania washington northern california new jersey role descript sr data scientist quartet work collabor data scientist bioinformatician platform engin role build machin learn model recommend servic enabl applic suggest time appropri behavior health care intervent patient work dataset includ million detail medic pharmaci lab claim ehr applic data help develop valid new algorithm enhanc system term scalabl reliabl accuraci ideal candid entrepreneuri motiv data scientist well vers data analysi algorithm implement eager learn new thing make impact industri health data experi plu necessari respons work interdisciplinari technic team develop statist model quartet platform appli data mine machin learn techniqu develop better person recommend patient doctor need design develop effect model featur algorithm involv multipl dataset user activ ehr adt medic claim pharmaci claim lab test claim etc deriv insight descript analysi drive data inform process experi new product improv patient outcom qualif experi build high qualiti data product year experi data scientist softwar engin predict model similar experi solv real problem data mine machin learn techniqu phd master degre comput scienc machin learn appli statist physic relat quantit disciplin profici build machin learn supervis unsupervis model recommend system strong knowledg mathemat fundament probabl theori linear algebra statist abil execut start problem definit work implement abil clearli commun across disciplin work collabor profici python code version system like git expertis data scienc toolkit like scikit learn panda knowledg softwar architectur tool scala hadoop familiar work linux server base environ employe benefit quartet includ unlimit vacat volunt opportun cater lunch snack team event outing full medic dental vision coverag gener parent leav commut benefit free therapi session unlimit copay reimburs mental healthcar espp gym benefit want know quartet life like click meet team quartet commit build divers team foster inclus cultur proud equal opportun employ embrac encourag employe differ race religion color nation origin gender famili statu sexual orient gender ident gender express age veteran statu disabl pregnanc medic condit characterist headhunt recruit agenc may submit resum cv web site directli manag quartet accept unsolicit headhunt agenc resum quartet pay fee third parti agenc compani sign agreement quartet pleas note quartet interview request job offer origin quartethealth com email address jsmith quartethealth com quartet also never ask bank inform account rout number social secur number password sensit inform deliv via email receiv scam email wish report secur issu involv quartet pleas notifi us secur quartethealth com someon refer email talent quartethealth com submit detail us,3.9,"New York, NY",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,150.0,180.0,165.0, NY,6
Motorola Solutions,Information Security Data Analyst,compani overviewat motorola solut creat technolog custom refer lifelin technolog platform commun softwar video servic help custom work safe effici whether help firefight see smoke enabl polic offic see around street corner reliabl keep light home busi around world work support put live line keep us safe bring passion potenti talent motorola solut help us usher new era public safeti secur depart overviewour organ support busi reinvent chang way custom partner employe interact compani look peopl bring great idea make partner idea better intellectu curiou advisor order taker focu outcom creativ solv busi problem peopl embrac chang acceler job descriptionmsi global dynam environ threat inform system come mani sourc extern intern organ look data analyst help drive variou secur initi role one abil make impact creat posit chang use cut edg technolog mine analyz data identifi remedi cyber threat ultim data analyst contribut world class program help keep msi data secur msi facilit critic commun help custom around world best moment matter msi valu collabor transpar divers continu innov profession develop encourag support team made individu want grow tri new idea stop adversari harm organ skill attribut success individu contributor year experi cyber secur big data machin learn time overlap practic experi analyt machin learn big data suitabl mathemat statist backgroundstrong written verbal commun attent detail interperson network skillshighli creativ motiv self starter provid leadership big data analyt strong sens ownership driven manag task complet role respons lead inform secur data analysi program incorpor element data hygien machin learn threat hunt identifi remedi threat address strateg initi perform analysi data relat pattern malici activ provid insight recommend pull analysi leadership team member work secur engin necessari data model facilit investig work close threat respons insid threat vulner manag threat intellig team implement custom detect new emerg threat conduct big data analyt analyz data set anomali trend build dashboard highlight key trend data develop advanc script manipul multipl data repositori support analyst requir collect cyber relat data perform analyt identifi meaning action inform abil analyz retain improv machin learn model desir skill qualificationsfamiliar malwar host forens network traffic analysi experi machin learn artifici intellig natur languag process techniques analyz retain improv machin learn model abil creat uba ueba model identifi insid risk direct experi inform securityknowledg threat vector attack methodolog focus intern extern actors creat threat model identifi new area analysisexperi siem usagedatabas knowledg sql document databas profici statist distribut predict model data valid statist test regress graduat degre comput scienc engin strong quantit background experi data scienc autom data mine informat program comput algorithm inform retriev organ structur data statist analysi softwar engin system design analysi experi scalabl distribut data process manag visual tool hadoop apach spark expert knowledg python basic requirementsmust citizenbachelor degre master degre comput scienc engin relat field year profession experi data scienc autom data mine informat program comput algorithm inform retriev organ structur data statist analysi softwar engin system design analysistravel requirementsund reloc providednoneposit typeexperiencedreferr payment planyeseeo statementmotorola solut equal opportun employ qualifi applic receiv consider employ without regard race color religion sex sexual orient gender ident nation origin disabl veteran statu protect characterist current motorola solut employe pleas click link appli workday account,3.7,"Chicago, IL",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),"Cisco Systems, Huawei Technologies, IBM",42.0,80.0,61.0, IL,92
Credit Sesame,Lead Data Engineer,credit sesam bring cash credit togeth new seamless way help consum establish direct path financi well empow member credit number one mission sinc help million member improv credit score lower cost credit save money join credit sesam becom part team devot help peopl take charg credit live better live look data engin lead manag pipelin move data multipl sourc system data warehous aw redshift manag production machin learn model batch mode also host model servic rest servic also integr market partner busi collabor manag data ingest revenu inform come partner look manag infrastructur power platform million user like talk point person data expert one domain platform write etl add new integr new data warehous support exist pipelin import applic event within infrastructur stack support architectur effort includ choic etl platform review databas perform manag build monitor technolog platform compon measur metric deviat build cultur observ within team overse releas support product deploy build scale api stack serv ml model result work peer data govern analyt solicit input feedback improv data process build strong partnership data scienc understand tool infrastructur built model pipelin manag predict model data warehous includ tool infrastructur great fit team familiar one languag object orient program includ java python groovi abl write complex sql queri abl optim queri experi massiv parallel process db like redshift comfort big data process framework like apach spark bachelor degre equival mentor team member love huge potenti grow compani categori leader equiti pre ipo compani back top vc offer comprehens medic dental vision insur mani plan option lunch cater daili stay top fit goal site fit center offer monthli fit phone internet reimburs fuel stock kitchen endless snack drink prize eq empathi cultur emphas total well includ work life harmoni read credit sesam key valu http www keyvalu com credit sesam offic locationour mountain view offic locat within walk distanc caltrain station heart downtown mountain view great cafe restaur shop commit equal employ opportun regardless race color ancestri religion sex nation origin sexual orient age citizenship marit statu disabl gender gender ident express veteran statu proud equal opportun workplac offic locationour mountain view offic locat within walk distanc caltrain station heart downtown mountain view great cafe restaur shop commit equal employ opportun regardless race color ancestri religion sex nation origin sexual orient age citizenship marit statu disabl gender gender ident express veteran statu proud equal opportun workplac,4.1,"Mountain View, CA",51 to 200 employees,Company - Private,Internet,Information Technology,$50 to $100 million (USD),"Credit Karma, LendUp, SoFi",190.0,220.0,205.0, CA,10
Success Academy Charter Schools,Data Analyst,mission success academi reimagin public educ classroom hall govern mean find profoundli differ approach structur implement support school reconc everi aspect school design write rigor new curricula draw regularli advanc technolog busi transform everi sector except educ past decad success academi grown faster charter network nation build vibrant network elementari middl high school children mostli poor minor perform student top citi suburban school across new york state goal second decad even ambiti grow school educ children across new york citi uniqu holist pre system bring transform chang across countri school graduat scholar year prepar enter persist graduat colleg eventu lead busi govern civic realm scale school excel rapidli grow imper posit organ success academi priorit continu build scalabl technolog enabl model oper manag school establish school manag servic capabl intend deliv enhanc set servic better support network school key pillar school manag servic data analyt data scienc analyt report combin repres critic function enabl enterpris truli data driven enhanc data analyt capabl need put place baselin action manag report adher high report standard gener standard ad hoc report perform meaning analyt data analyst report director enterpris data analyt role produc action data insight network school form interact dashboard visual ad hoc report analysi act product manag develop expertis vision one domain school data produc brilliant dashboard report strive continu iter improv base research feedback user continu partner network school base staff understand school busi data need translat requir high qualiti work serv steward data integr appli rigor standard calcul metric help drive adopt data govern data secur best practic work extract transform analyz data well form sql queri data scientif librari comfort work present data spreadsheet right solut chang agent drive innov idea work energet offic waterfront lower manhattan spend time network high perform school abl see work impact live scholar teacher school leader wed love hear spent year similar data analyt role equival technic compet experi educ demonstr passion data work data driven organ construct eleg sql queri keep profil optim effici possibl familiar data warehous technolog best practic experi one data bi visual tool use sisens librari high level comfort use python scientif data librari particularli panda strong familiar compar system like strong willing learn python panda comfort work ambigu possess disciplin strive simplic clariti accuraci possess top notch commun skill allow partner divers set stakehold present execut audienc excit opportun help reimagin public educ,3.1,"New York, NY",1001 to 5000 employees,School / School District,K-12 Education,Education,$100 to $500 million (USD),-1,42.0,77.0,59.5, NY,14
Reynolds American,Scientist Manufacturing - Kentucky BioProcessing,british american tobaccoreynold american incorpor posit transform tobacco industri famili compani strive success everyth futur inspir us peopl ignit breakthrough redefin way adult tobacco consum enjoy tobacco st centuri compani talk growth talk size reynold american focu growth peopl take pride growth well throughout career invest career total well know compani succeed peopl thrive organ reynold american inc indirect wholli own subsidiari british american tobacco parent compani reynold tobacco compani santa fe natur tobacco compani inc american snuff compani llc niconovum usa inc niconovum ab reynold vapor compani lorillard licens compani llc reynold brand inc posit kentucki bioprocess opportun work icon brand revolutionari product collabor visionari principl passion peopl everi day job summari scientist posit aid design conduct project support kbp strateg initi collabor within sub function well extern area project assign establish relationship build technic knowledg posit seek opportun broaden knowledg base add valu project workstream scientist util creativ technic knowledg promot develop implement improv new innov product platform conduct activ accord applic regul procedur conduct activ accord phase appropri qualiti system though follow bpr sop oper procedur princip duti respons support identif develop implement new technolog process associ scienc aid extract purif molecul plantsappli interpret principl theori concept scientif specialti understand kbp strategi ensur align work stream support design execut project collabor project activ cross function area prepar present data report manag project subject within expertis educ year undergradu degre demonstr relev progress experiencepref skill bachelor degre organ chemistri chemic engineeringexperi separ techniqu chromatographi distil filtrat centrifugationprevi experi work purif molecul plant base systemsbiopharmaceut research developmentcompens target bonuscompetit annual salarytarget annual bonusreloc assist avail qualifi benefit summaryour compani offer competit benefit plan includ plan offer opportun save pre post tax basi percent elig compens compani match percent employe pre tax roth contribut six percentcomprehens health welfar benefit packageeleven paid compani holiday annual plu gener paid vacat plan base length servicecompani paid sick person day funer leav juri duti leaveconfidenti person financi counsel serviceon site health clinic fit centersa match grant program enabl employe direct doubl donat qualifi charit organ choicehealth care advocaci servicevolunt servic opportunitiesfeder credit union membership allegaci feder credit unionextens train opportunitiesreynold american inc affili compani equal opportun affirm action employ qualifi applic receiv consider employ without regard race color religion sex sexual orient gender ident nation origin protect veteran statu disabl statu organ offer level challeng respons creativ motiv employe stand apart crowd also commit employ divers workforc valu differ perspect experi talent maxim compani potenti success achiev busi object applic requir reason accommod part applic hire process contact us directli via email talentacquisit rjrt com california privaci noticenearest major market owensborojob segment industri chemistri scientif engin manufactur scienc engin,3.1,"Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,68.0,139.0,103.5, KY,145
Infosys,Consultant - Analytics Consulting,aina sr rpa develop aa hub job descriptioninfosi seek sr rpa develop autom anywher blue prism experi work new hartford ct innov hub candid help manag rpa cognit autom project particip requir gather session work team member identifi requir process autom opportun candid appli knowledg technolog applic methodolog process tool manag end end autom project requir sr rpa develop qualif posit hartford ct posit may requir extens travel project locat bachelor degre foreign equival consid work experi lieu degre year inform technolog experi least year autom project manag experi year experi cognit robot process autom rpa technologiesstrong experi solut definit client managementknowledg experi full sdlc lifecycleexperi scrum agil develop methodologiesu citizenship perman resid requir abl sponsor timepref sr rpa develop qualif year experi manag complex cognit robot process autom strong experi rpa developmentexperi certif uipath preferredhand experi java net developmentsolid understand busi process document process identifi autom opportun processdefin develop deploy autom solut autom opportunitiesexperi test driven develop autom test frameworkscap deliv multipl compet prioritiesexcel verbal written commun skill abl resolv busi issuesexperi desir work global deliveri environmentth job entail extens amount travel job also entail sit well work comput extend period time abl commun telephon email face face usinfosi global leader next gener digit servic consult enabl client countri navig digit transformationwith three decad experi manag system work global enterpris expertli steer client digit journey enabl enterpris ai power core help priorit execut chang also empow busi agil digit scale deliv unpreced level perform custom delight alway learn agenda drive continu improv build transfer digit skill expertis idea innov ecosystem learn infosi see idea action pleas visit us www infosi comeo minor femal veteran disabl sexual orient gender ident nation originauto req id brstate region provinceconnecticut richardson tx variou unanticip locat throughout countryusainterest groupinfosi limitedroleconsult analyt consultingcompanyitl usawork locationhartford ctextern job titlesr rpa develop,3.0,"Bengaluru, India",10000+ employees,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Tata Consultancy Services, Accenture, Cognizant Technology Solutions",54.0,71.0,62.5, CT,39
MassMutual,Data Analytics Project Manager,massmutu help million peopl find financi freedom offer financi protect plan futur passion help million peopl find financi freedom passion driven approach develop meaning experi custom build trust custom knowledg problem solver priorit need els live mutual massmutu name top place work accord boston globe fortun list largest compani meet team data analyt excit time massmutu massmutu go digit transform continu lead custom centric compani data analyt team part massmutu new enterpris technolog experi organ compris highli skill collabor problem solver motiv creat innov data analyt solut exceed chang need custom move massmutu industri forward team cultur collabor cross function use old new technolog combin work life balanc current initi enterpris wide transit unifi govern strateg bi platformexpans digit oper footprint grow need access action data insightsrevit analyt report applic support chang industri need expectationsth opportunityar highli analyt like solv complex problem would describ strong collabor leader would want part team encourag growth support ambit make prioriti reach goal ye keep read opportun job descriptionmassmutu data analyt seek versatil highli motiv project manag scrum master join team project manag scrum master foundat compon enterpris scrum team offer support massmutu enterpris ideal candid team orient possess excel commun skill skill champion agil concept practic manag facet agil project deliveri includ limit stakehold relationship work priorit sprint plan scrum execut team organ project risk assess implement report object responsibilitieslead broad scope project medium long term focusengag level across enterpris manag relationship expectationsaccount manag drive program project execut time budgetidentifi understand work mitig issu risk proactiv project team busi partner leadershipwork technic lead product manag plan develop technic scope work manag execut project product chang respons requir stakeholderslead project team phase develop life cycl includ requir gather analysi design build pilot implement continu servicefacilit client project team interact includ scrum sprint plan sprint retrospect sprint review incid manag releas managementb self support collabor peer effect deliv robust solut businessdr process within matrix manag settingserv conduit knowledg function technic teamsmanag budget timelin scope throughout cours assign projectselicit translat simplifi requirementsdocu organ accept criteria user storieswork product manag defin improv busi process assist decis maker gather inform make decis help qualiti assur test solutionsdevelop plan continu servic support implement productsact champion data analyt capabl commun benefit implementedmotiv team work togeth commun delivernavig ambigu deliv resultsqualif year manag drive execut complex projectscertifi pm pmp agil scrum masterexpert project manag tool techniqu jira confluenc scrum kanbanexcel interperson commun conflict manag coordin plan skill cross function teamsskil appli judgment balanc process complianc achiev busi objectivesexperi work partnership technic role engin develop data scientist etc plusproject leadership experi focus engag other deliveri execut technic solut servic deliverables assess project scope team abil executeoutcom orient abil drill big pictur process details commun object plan statu result clearlystrong leadership skill influencer collabor across divers team organizationsstrong organiz skill detail orientedsolid grasp softwar technolog stacksauthor work unit state without requir sponsorship futurepref qualificationsmast degre prefer busi financ analyt field econom mathemat engin comput scienc,3.6,"Springfield, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,34.0,92.0,63.0, MA,169
